time_stamp,DIO1,DIO2,DIO3,DIO4,DIO5,DIO6,DIO7,DIO8
20241217_200853,0,0,0,0,0,0,0,0
20241217_200853,0,0,0,0,0,0,0,0
20241217_200853,0,0,0,0,0,0,0,0
20241217_200853,0,0,0,0,0,0,0,0
20241217_200854,0,0,0,0,0,0,0,0
20241217_200854,0,0,0,0,0,0,0,0
20241217_200854,0,0,0,0,0,0,0,0
20241217_200854,0,0,0,0,0,0,0,0
20241217_200854,0,0,0,0,0,0,0,0
20241217_200855,0,0,0,0,0,0,0,0
20241217_200855,0,0,0,0,0,0,0,0
20241217_200855,0,0,0,0,0,0,0,0
20241217_200855,0,0,0,0,0,0,0,0
20241217_200855,0,0,0,0,0,0,0,0
20241217_200856,0,0,0,0,0,0,0,0
20241217_200856,0,0,0,0,0,0,0,0
20241217_200856,0,0,0,0,0,0,0,0
20241217_200856,0,0,0,0,0,0,0,0
20241217_200856,0,0,0,0,0,0,0,0
20241217_200857,0,0,0,0,0,0,0,0
20241217_200857,0,0,0,0,0,0,0,0
20241217_200857,0,0,0,0,0,0,0,0
20241217_200857,0,0,0,0,0,0,0,0
20241217_200857,0,0,0,0,0,0,0,0
20241217_200858,0,0,0,0,0,0,0,0
20241217_200858,0,0,0,0,0,0,0,0
20241217_200858,0,0,0,0,0,0,0,0
20241217_200858,0,0,0,0,0,0,0,0
20241217_200858,0,0,0,0,0,0,0,0
20241217_200859,0,0,0,0,0,0,0,0
20241217_200859,0,0,0,0,0,0,0,0
20241217_200859,0,0,0,0,0,0,0,0
20241217_200859,0,0,0,0,0,0,0,0
20241217_200859,0,0,0,0,0,0,0,0
20241217_200900,0,0,0,0,0,0,0,0
20241217_200900,0,0,0,0,0,0,0,0
20241217_200900,0,0,0,0,0,0,0,0
20241217_200900,0,0,0,0,0,0,0,0
20241217_200900,0,0,0,0,0,0,0,0
20241217_200901,0,0,0,0,0,0,0,0
20241217_200901,0,0,0,0,0,0,0,0
20241217_200901,0,0,0,0,0,0,0,0
20241217_200901,0,0,0,0,0,0,0,0
20241217_200901,0,0,0,0,0,0,0,0
20241217_200902,0,0,0,0,0,0,0,0
20241217_200902,0,0,0,0,0,0,0,0
20241217_200902,0,0,0,0,0,0,0,0
20241217_200902,0,0,0,0,0,0,0,0
20241217_200902,0,0,0,0,0,0,0,0
20241217_200903,0,0,0,0,0,0,0,0
20241217_200903,0,0,0,0,0,0,0,0
20241217_200903,0,0,0,0,0,0,0,0
20241217_200903,0,0,0,0,0,0,0,0
20241217_200903,0,0,0,0,0,0,0,0
20241217_200904,0,0,0,0,0,0,0,0
20241217_200904,0,0,0,0,0,0,0,0
20241217_200904,0,0,0,0,0,0,0,0
20241217_200904,0,0,0,0,0,0,0,0
20241217_200904,0,0,0,0,0,0,0,0
20241217_200905,0,0,0,0,0,0,0,0
20241217_200905,0,0,0,0,0,0,0,0
20241217_200905,0,0,0,0,0,0,0,0
20241217_200905,0,0,0,0,0,0,0,0
20241217_200905,0,0,0,0,0,0,0,0
20241217_200906,0,0,0,0,0,0,0,0
20241217_200906,0,0,0,0,0,0,0,0
20241217_200906,0,0,0,0,0,0,0,0
20241217_200906,0,0,0,0,0,0,0,0
20241217_200906,0,0,0,0,0,0,0,0
20241217_200907,0,0,0,0,0,0,0,0
20241217_200907,0,0,0,0,0,0,0,0
20241217_200907,0,0,0,0,0,0,0,0
20241217_200907,0,0,0,0,0,0,0,0
20241217_200907,0,0,0,0,0,0,0,0
20241217_200908,0,0,0,0,0,0,0,0
20241217_200908,0,0,0,0,0,0,0,0
20241217_200908,0,0,0,0,0,0,0,0
20241217_200908,0,0,0,0,0,0,0,0
20241217_200908,0,0,0,0,0,0,0,0
20241217_200909,0,0,0,0,0,0,0,0
20241217_200909,0,0,0,0,0,0,0,0
20241217_200909,0,0,0,0,0,0,0,0
20241217_200909,0,0,0,0,0,0,0,0
20241217_200909,0,0,0,0,0,0,0,0
20241217_200910,0,0,0,0,0,0,0,0
20241217_200910,0,0,0,0,0,0,0,0
20241217_200910,0,0,0,0,0,0,0,0
20241217_200910,0,0,0,0,0,0,0,0
20241217_200910,0,0,0,0,0,0,0,0
20241217_200911,0,0,0,0,0,0,0,0
20241217_200911,0,0,0,0,0,0,0,0
20241217_200911,0,0,0,0,0,0,0,0
20241217_200911,0,0,0,0,0,0,0,0
20241217_200911,0,0,0,0,0,0,0,0
20241217_200912,0,0,0,0,0,0,0,0
20241217_200912,0,0,0,0,0,0,0,0
20241217_200912,0,0,0,0,0,0,0,0
20241217_200912,0,0,0,0,0,0,0,0
20241217_200913,0,0,0,0,0,0,0,0
20241217_200913,0,0,0,0,0,0,0,0
20241217_200913,0,0,0,0,0,0,0,0
20241217_200913,0,0,0,0,0,0,0,0
20241217_200913,0,0,0,0,0,0,0,0
20241217_200914,0,0,0,0,0,0,0,0
20241217_200914,0,0,0,0,0,0,0,0
20241217_200914,0,0,0,0,0,0,0,0
20241217_200914,0,0,0,0,0,0,0,0
20241217_200914,0,0,0,0,0,0,0,0
20241217_200915,0,0,0,0,0,0,0,0
20241217_200915,0,0,0,0,0,0,0,0
20241217_200915,0,0,0,0,0,0,0,0
20241217_200915,0,0,0,0,0,0,0,0
20241217_200915,0,0,0,0,0,0,0,0
20241217_200916,0,0,0,0,0,0,0,0
20241217_200916,0,0,0,0,0,0,0,0
20241217_200916,0,0,0,0,0,0,0,0
20241217_200916,0,0,0,0,0,0,0,0
20241217_200916,0,0,0,0,0,0,0,0
20241217_200917,0,0,0,0,0,0,0,0
20241217_200917,0,0,0,0,0,0,0,0
20241217_200917,0,0,0,0,0,0,0,0
20241217_200917,0,0,0,0,0,0,0,0
20241217_200917,0,0,0,0,0,0,0,0
20241217_200918,0,0,0,0,0,0,0,0
20241217_200918,0,0,0,0,0,0,0,0
20241217_200918,0,0,0,0,0,0,0,0
20241217_200918,0,0,0,0,0,0,0,0
20241217_200918,0,0,0,0,0,0,0,0
20241217_200919,0,0,0,0,0,0,0,0
20241217_200919,0,0,0,0,0,0,0,0
20241217_200919,0,0,0,0,0,0,0,0
20241217_200919,0,0,0,0,0,0,0,0
20241217_200919,0,0,0,0,0,0,0,0
20241217_200920,0,0,0,0,0,0,0,0
20241217_200920,0,0,0,0,0,0,0,0
20241217_200920,0,0,0,0,0,0,0,0
20241217_200920,0,0,0,0,0,0,0,0
20241217_200920,0,0,0,0,0,0,0,0
20241217_200921,0,0,0,0,0,0,0,0
20241217_200921,0,0,0,0,0,0,0,0
20241217_200921,0,0,0,0,0,0,0,0
20241217_200921,0,0,0,0,0,0,0,0
20241217_200921,0,0,0,0,0,0,0,0
20241217_200922,0,0,0,0,0,0,0,0
20241217_200922,0,0,0,0,0,0,0,0
20241217_200922,0,0,0,0,0,0,0,0
20241217_200922,0,0,0,0,0,0,0,0
20241217_200922,0,0,0,0,0,0,0,0
20241217_200923,0,0,0,0,0,0,0,0
20241217_200923,0,0,0,0,0,0,0,0
20241217_200923,0,0,0,0,0,0,0,0
20241217_200923,0,0,0,0,0,0,0,0
20241217_200923,0,0,0,0,0,0,0,0
20241217_200924,0,0,0,0,0,0,0,0
20241217_200924,0,0,0,0,0,0,0,0
20241217_200924,0,0,0,0,0,0,0,0
20241217_200924,0,0,0,0,0,0,0,0
20241217_200924,0,0,0,0,0,0,0,0
20241217_200925,0,0,0,0,0,0,0,0
20241217_200925,0,0,0,0,0,0,0,0
20241217_200925,0,0,0,0,0,0,0,0
20241217_200925,0,0,0,0,0,0,0,0
20241217_200925,0,0,0,0,0,0,0,0
20241217_200926,0,0,0,0,0,0,0,0
20241217_200926,0,0,0,0,0,0,0,0
20241217_200926,0,0,0,0,0,0,0,0
20241217_200926,0,0,0,0,0,0,0,0
20241217_200926,0,0,0,0,0,0,0,0
20241217_200927,0,0,0,0,0,0,0,0
20241217_200927,0,0,0,0,0,0,0,0
20241217_200927,0,0,0,0,0,0,0,0
20241217_200927,0,0,0,0,0,0,0,0
20241217_200927,0,0,0,0,0,0,0,0
20241217_200928,0,0,0,0,0,0,0,0
20241217_200928,0,0,0,0,0,0,0,0
20241217_200928,0,0,0,0,0,0,0,0
20241217_200928,0,0,0,0,0,0,0,0
20241217_200928,0,0,0,0,0,0,0,0
20241217_200929,0,0,0,0,0,0,0,0
20241217_200929,0,0,0,0,0,0,0,0
20241217_200929,0,0,0,0,0,0,0,0
20241217_200929,0,0,0,0,0,0,0,0
20241217_200929,0,0,0,0,0,0,0,0
20241217_200930,0,0,0,0,0,0,0,0
20241217_200930,0,0,0,0,0,0,0,0
20241217_200930,0,0,0,0,0,0,0,0
20241217_200930,0,0,0,0,0,0,0,0
20241217_200930,0,0,0,0,0,0,0,0
20241217_200931,0,0,0,0,0,0,0,0
20241217_200931,0,0,0,0,0,0,0,0
20241217_200931,0,0,0,0,0,0,0,0
20241217_200931,0,0,0,0,0,0,0,0
20241217_200931,0,0,0,0,0,0,0,0
20241217_200932,0,0,0,0,0,0,0,0
20241217_200932,0,0,0,0,0,0,0,0
20241217_200932,0,0,0,0,0,0,0,0
20241217_200932,0,0,0,0,0,0,0,0
20241217_200932,0,0,0,0,0,0,0,0
20241217_200933,0,0,0,0,0,0,0,0
20241217_200933,0,0,0,0,0,0,0,0
20241217_200933,0,0,0,0,0,0,0,0
20241217_200933,0,0,0,0,0,0,0,0
20241217_200933,0,0,0,0,0,0,0,0
20241217_200934,0,0,0,0,0,0,0,0
20241217_200934,0,0,0,0,0,0,0,0
20241217_200934,0,0,0,0,0,0,0,0
20241217_200934,0,0,0,0,0,0,0,0
20241217_200934,0,0,0,0,0,0,0,0
20241217_200935,0,0,0,0,0,0,0,0
20241217_200935,0,0,0,0,0,0,0,0
20241217_200935,0,0,0,0,0,0,0,0
20241217_200935,0,0,0,0,0,0,0,0
20241217_200936,0,0,0,0,0,0,0,0
20241217_200936,0,0,0,0,0,0,0,0
20241217_200936,0,0,0,0,0,0,0,0
20241217_200936,0,0,0,0,0,0,0,0
20241217_200936,0,0,0,0,0,0,0,0
20241217_200937,0,0,0,0,0,0,0,0
20241217_200937,0,0,0,0,0,0,0,0
20241217_200937,0,0,0,0,0,0,0,0
20241217_200937,0,0,0,0,0,0,0,0
20241217_200937,0,0,0,0,0,0,0,0
20241217_200938,0,0,0,0,0,0,0,0
20241217_200938,0,0,0,0,0,0,0,0
20241217_200938,0,0,0,0,0,0,0,0
20241217_200938,0,0,0,0,0,0,0,0
20241217_200938,0,0,0,0,0,0,0,0
20241217_200939,0,0,0,0,0,0,0,0
20241217_200939,0,0,0,0,0,0,0,0
20241217_200939,0,0,0,0,0,0,0,0
20241217_200939,0,0,0,0,0,0,0,0
20241217_200939,0,0,0,0,0,0,0,0
20241217_200940,0,0,0,0,0,0,0,0
20241217_200940,0,0,0,0,0,0,0,0
20241217_200940,0,0,0,0,0,0,0,0
20241217_200940,0,0,0,0,0,0,0,0
20241217_200940,0,0,0,0,0,0,0,0
20241217_200941,0,0,0,0,0,0,0,0
20241217_200941,0,0,0,0,0,0,0,0
20241217_200941,0,0,0,0,0,0,0,0
20241217_200941,0,0,0,0,0,0,0,0
20241217_200941,0,0,0,0,0,0,0,0
20241217_200942,0,0,0,0,0,0,0,0
20241217_200942,0,0,0,0,0,0,0,0
20241217_200942,0,0,0,0,0,0,0,0
20241217_200942,0,0,0,0,0,0,0,0
20241217_200942,0,0,0,0,0,0,0,0
20241217_200943,0,0,0,0,0,0,0,0
20241217_200943,0,0,0,0,0,0,0,0
20241217_200943,0,0,0,0,0,0,0,0
20241217_200943,0,0,0,0,0,0,0,0
20241217_200943,0,0,0,0,0,0,0,0
20241217_200944,0,0,0,0,0,0,0,0
20241217_200944,0,0,0,0,0,0,0,0
20241217_200944,0,0,0,0,0,0,0,0
20241217_200944,0,0,0,0,0,0,0,0
20241217_200944,0,0,0,0,0,0,0,0
20241217_200945,0,0,0,0,0,0,0,0
20241217_200945,0,0,0,0,0,0,0,0
20241217_200945,0,0,0,0,0,0,0,0
20241217_200945,0,0,0,0,0,0,0,0
20241217_200945,0,0,0,0,0,0,0,0
20241217_200946,0,0,0,0,0,0,0,0
20241217_200946,0,0,0,0,0,0,0,0
20241217_200946,0,0,0,0,0,0,0,0
20241217_200946,0,0,0,0,0,0,0,0
20241217_200946,0,0,0,0,0,0,0,0
20241217_200947,0,0,0,0,0,0,0,0
20241217_200947,0,0,0,0,0,0,0,0
20241217_200947,0,0,0,0,0,0,0,0
20241217_200947,0,0,0,0,0,0,0,0
20241217_200947,0,0,0,0,0,0,0,0
20241217_200948,0,0,0,0,0,0,0,0
20241217_200948,0,0,0,0,0,0,0,0
20241217_200948,0,0,0,0,0,0,0,0
20241217_200948,0,0,0,0,0,0,0,0
20241217_200948,0,0,0,0,0,0,0,0
20241217_200949,0,0,0,0,0,0,0,0
20241217_200949,0,0,0,0,0,0,0,0
20241217_200949,0,0,0,0,0,0,0,0
20241217_200949,0,0,0,0,0,0,0,0
20241217_200949,0,0,0,0,0,0,0,0
20241217_200950,0,0,0,0,0,0,0,0
20241217_200950,0,0,0,0,0,0,0,0
20241217_200950,0,0,0,0,0,0,0,0
20241217_200950,0,0,0,0,0,0,0,0
20241217_200950,0,0,0,0,0,0,0,0
20241217_200951,0,0,0,0,0,0,0,0
20241217_200951,0,0,0,0,0,0,0,0
20241217_200951,0,0,0,0,0,0,0,0
20241217_200951,0,0,0,0,0,0,0,0
20241217_200951,0,0,0,0,0,0,0,0
20241217_200952,0,0,0,0,0,0,0,0
20241217_200952,0,0,0,0,0,0,0,0
20241217_200952,0,0,0,0,0,0,0,0
20241217_200952,0,0,0,0,0,0,0,0
20241217_200952,0,0,0,0,0,0,0,0
20241217_200953,0,0,0,0,0,0,0,0
20241217_200953,0,0,0,0,0,0,0,0
20241217_200953,0,0,0,0,0,0,0,0
20241217_200953,0,0,0,0,0,0,0,0
20241217_200953,0,0,0,0,0,0,0,0
20241217_200954,0,0,0,0,0,0,0,0
20241217_200954,0,0,0,0,0,0,0,0
20241217_200954,0,0,0,0,0,0,0,0
20241217_200954,0,0,0,0,0,0,0,0
20241217_200954,0,0,0,0,0,0,0,0
20241217_200955,0,0,0,0,0,0,0,0
20241217_200955,0,0,0,0,0,0,0,0
20241217_200955,0,0,0,0,0,0,0,0
20241217_200955,0,0,0,0,0,0,0,0
20241217_200955,0,0,0,0,0,0,0,0
20241217_200956,0,0,0,0,0,0,0,0
20241217_200956,0,0,0,0,0,0,0,0
20241217_200956,0,0,0,0,0,0,0,0
20241217_200956,0,0,0,0,0,0,0,0
20241217_200956,0,0,0,0,0,0,0,0
20241217_200957,0,0,0,0,0,0,0,0
20241217_200957,0,0,0,0,0,0,0,0
20241217_200957,0,0,0,0,0,0,0,0
20241217_200957,0,0,0,0,0,0,0,0
20241217_200957,0,0,0,0,0,0,0,0
20241217_200958,0,0,0,0,0,0,0,0
20241217_200958,0,0,0,0,0,0,0,0
20241217_200958,0,0,0,0,0,0,0,0
20241217_200958,0,0,0,0,0,0,0,0
20241217_200958,0,0,0,0,0,0,0,0
20241217_200959,0,0,0,0,0,0,0,0
20241217_200959,0,0,0,0,0,0,0,0
20241217_200959,0,0,0,0,0,0,0,0
20241217_200959,0,0,0,0,0,0,0,0
20241217_200959,0,0,0,0,0,0,0,0
20241217_201000,0,0,0,0,0,0,0,0
20241217_201000,0,0,0,0,0,0,0,0
20241217_201000,0,0,0,0,0,0,0,0
20241217_201000,0,0,0,0,0,0,0,0
20241217_201000,0,0,0,0,0,0,0,0
20241217_201001,0,0,0,0,0,0,0,0
20241217_201001,0,0,0,0,0,0,0,0
20241217_201001,0,0,0,0,0,0,0,0
20241217_201001,0,0,0,0,0,0,0,0
20241217_201002,0,0,0,0,0,0,0,0
20241217_201002,0,0,0,0,0,0,0,0
20241217_201002,0,0,0,0,0,0,0,0
20241217_201002,0,0,0,0,0,0,0,0
20241217_201002,0,0,0,0,0,0,0,0
20241217_201003,0,0,0,0,0,0,0,0
20241217_201003,0,0,0,0,0,0,0,0
20241217_201003,0,0,0,0,0,0,0,0
20241217_201003,0,0,0,0,0,0,0,0
20241217_201003,0,0,0,0,0,0,0,0
20241217_201004,0,0,0,0,0,0,0,0
20241217_201004,0,0,0,0,0,0,0,0
20241217_201004,0,0,0,0,0,0,0,0
20241217_201004,0,0,0,0,0,0,0,0
20241217_201004,0,0,0,0,0,0,0,0
20241217_201005,0,0,0,0,0,0,0,0
20241217_201005,0,0,0,0,0,0,0,0
20241217_201005,0,0,0,0,0,0,0,0
20241217_201005,0,0,0,0,0,0,0,0
20241217_201005,0,0,0,0,0,0,0,0
20241217_201006,0,0,0,0,0,0,0,0
20241217_201006,0,0,0,0,0,0,0,0
20241217_201006,0,0,0,0,0,0,0,0
20241217_201006,0,0,0,0,0,0,0,0
20241217_201006,0,0,0,0,0,0,0,0
20241217_201007,0,0,0,0,0,0,0,0
20241217_201007,0,0,0,0,0,0,0,0
20241217_201007,0,0,0,0,0,0,0,0
20241217_201007,0,0,0,0,0,0,0,0
20241217_201007,0,0,0,0,0,0,0,0
20241217_201008,0,0,0,0,0,0,0,0
20241217_201008,0,0,0,0,0,0,0,0
20241217_201008,0,0,0,0,0,0,0,0
20241217_201008,0,0,0,0,0,0,0,0
20241217_201008,0,0,0,0,0,0,0,0
20241217_201009,0,0,0,0,0,0,0,0
20241217_201009,0,0,0,0,0,0,0,0
20241217_201009,0,0,0,0,0,0,0,0
20241217_201009,0,0,0,0,0,0,0,0
20241217_201009,0,0,0,0,0,0,0,0
20241217_201010,0,0,0,0,0,0,0,0
20241217_201010,0,0,0,0,0,0,0,0
20241217_201010,0,0,0,0,0,0,0,0
20241217_201010,0,0,0,0,0,0,0,0
20241217_201010,0,0,0,0,0,0,0,0
20241217_201011,0,0,0,0,0,0,0,0
20241217_201011,0,0,0,0,0,0,0,0
20241217_201011,0,0,0,0,0,0,0,0
20241217_201011,0,0,0,0,0,0,0,0
20241217_201011,0,0,0,0,0,0,0,0
20241217_201012,0,0,0,0,0,0,0,0
20241217_201012,0,0,0,0,0,0,0,0
20241217_201012,0,0,0,0,0,0,0,0
20241217_201012,0,0,0,0,0,0,0,0
20241217_201012,0,0,0,0,0,0,0,0
20241217_201013,0,0,0,0,0,0,0,0
20241217_201013,0,0,0,0,0,0,0,0
20241217_201013,0,0,0,0,0,0,0,0
20241217_201013,0,0,0,0,0,0,0,0
20241217_201013,0,0,0,0,0,0,0,0
20241217_201014,0,0,0,0,0,0,0,0
20241217_201014,0,0,0,0,0,0,0,0
20241217_201014,0,0,0,0,0,0,0,0
20241217_201014,0,0,0,0,0,0,0,0
20241217_201014,0,0,0,0,0,0,0,0
20241217_201015,0,0,0,0,0,0,0,0
20241217_201015,0,0,0,0,0,0,0,0
20241217_201015,0,0,0,0,0,0,0,0
20241217_201015,0,0,0,0,0,0,0,0
20241217_201015,0,0,0,0,0,0,0,0
20241217_201016,0,0,0,0,0,0,0,0
20241217_201016,0,0,0,0,0,0,0,0
20241217_201016,0,0,0,0,0,0,0,0
20241217_201016,0,0,0,0,0,0,0,0
20241217_201016,0,0,0,0,0,0,0,0
20241217_201017,0,0,0,0,0,0,0,0
20241217_201017,0,0,0,0,0,0,0,0
20241217_201017,0,0,0,0,0,0,0,0
20241217_201017,0,0,0,0,0,0,0,0
20241217_201017,0,0,0,0,0,0,0,0
20241217_201018,0,0,0,0,0,0,0,0
20241217_201018,0,0,0,0,0,0,0,0
20241217_201018,0,0,0,0,0,0,0,0
20241217_201018,0,0,0,0,0,0,0,0
20241217_201018,0,0,0,0,0,0,0,0
20241217_201019,0,0,0,0,0,0,0,0
20241217_201019,0,0,0,0,0,0,0,0
20241217_201019,0,0,0,0,0,0,0,0
20241217_201019,0,0,0,0,0,0,0,0
20241217_201019,0,0,0,0,0,0,0,0
20241217_201020,0,0,0,0,0,0,0,0
20241217_201020,0,0,0,0,0,0,0,0
20241217_201020,0,0,0,0,0,0,0,0
20241217_201020,0,0,0,0,0,0,0,0
20241217_201020,0,0,0,0,0,0,0,0
20241217_201021,0,0,0,0,0,0,0,0
20241217_201021,0,0,0,0,0,0,0,0
20241217_201021,0,0,0,0,0,0,0,0
20241217_201021,0,0,0,0,0,0,0,0
20241217_201021,0,0,0,0,0,0,0,0
20241217_201022,0,0,0,0,0,0,0,0
20241217_201022,0,0,0,0,0,0,0,0
20241217_201022,0,0,0,0,0,0,0,0
20241217_201022,0,0,0,0,0,0,0,0
20241217_201023,0,0,0,0,0,0,0,0
20241217_201023,0,0,0,0,0,0,0,0
20241217_201023,0,0,0,0,0,0,0,0
20241217_201023,0,0,0,0,0,0,0,0
20241217_201023,0,0,0,0,0,0,0,0
20241217_201024,0,0,0,0,0,0,0,0
20241217_201024,0,0,0,0,0,0,0,0
20241217_201024,0,0,0,0,0,0,0,0
20241217_201024,0,0,0,0,0,0,0,0
20241217_201024,0,0,0,0,0,0,0,0
20241217_201025,0,0,0,0,0,0,0,0
20241217_201025,0,0,0,0,0,0,0,0
20241217_201025,0,0,0,0,0,0,0,0
20241217_201025,0,0,0,0,0,0,0,0
20241217_201025,0,0,0,0,0,0,0,0
20241217_201026,0,0,0,0,0,0,0,0
20241217_201026,0,0,0,0,0,0,0,0
20241217_201026,0,0,0,0,0,0,0,0
20241217_201026,0,0,0,0,0,0,0,0
20241217_201026,0,0,0,0,0,0,0,0
20241217_201027,0,0,0,0,0,0,0,0
20241217_201027,0,0,0,0,0,0,0,0
20241217_201027,0,0,0,0,0,0,0,0
20241217_201027,0,0,0,0,0,0,0,0
20241217_201027,0,0,0,0,0,0,0,0
20241217_201028,0,0,0,0,0,0,0,0
20241217_201028,0,0,0,0,0,0,0,0
20241217_201028,0,0,0,0,0,0,0,0
20241217_201028,0,0,0,0,0,0,0,0
20241217_201028,0,0,0,0,0,0,0,0
20241217_201029,0,0,0,0,0,0,0,0
20241217_201029,0,0,0,0,0,0,0,0
20241217_201029,0,0,0,0,0,0,0,0
20241217_201029,0,0,0,0,0,0,0,0
20241217_201029,0,0,0,0,0,0,0,0
20241217_201030,0,0,0,0,0,0,0,0
20241217_201030,0,0,0,0,0,0,0,0
20241217_201030,0,0,0,0,0,0,0,0
20241217_201030,0,0,0,0,0,0,0,0
20241217_201030,0,0,0,0,0,0,0,0
20241217_201031,0,0,0,0,0,0,0,0
20241217_201031,0,0,0,0,0,0,0,0
20241217_201031,0,0,0,0,0,0,0,0
20241217_201031,0,0,0,0,0,0,0,0
20241217_201031,0,0,0,0,0,0,0,0
20241217_201032,0,0,0,0,0,0,0,0
20241217_201032,0,0,0,0,0,0,0,0
20241217_201032,0,0,0,0,0,0,0,0
20241217_201032,0,0,0,0,0,0,0,0
20241217_201032,0,0,0,0,0,0,0,0
20241217_201033,0,0,0,0,0,0,0,0
20241217_201033,0,0,0,0,0,0,0,0
20241217_201033,0,0,0,0,0,0,0,0
20241217_201033,0,0,0,0,0,0,0,0
20241217_201033,0,0,0,0,0,0,0,0
20241217_201034,0,0,0,0,0,0,0,0
20241217_201034,0,0,0,0,0,0,0,0
20241217_201034,0,0,0,0,0,0,0,0
20241217_201034,0,0,0,0,0,0,0,0
20241217_201034,0,0,0,0,0,0,0,0
20241217_201035,0,0,0,0,0,0,0,0
20241217_201035,0,0,0,0,0,0,0,0
20241217_201035,0,0,0,0,0,0,0,0
20241217_201035,0,0,0,0,0,0,0,0
20241217_201035,0,0,0,0,0,0,0,0
20241217_201036,0,0,0,0,0,0,0,0
20241217_201036,0,0,0,0,0,0,0,0
20241217_201036,0,0,0,0,0,0,0,0
20241217_201036,0,0,0,0,0,0,0,0
20241217_201036,0,0,0,0,0,0,0,0
20241217_201037,0,0,0,0,0,0,0,0
20241217_201037,0,0,0,0,0,0,0,0
20241217_201037,0,0,0,0,0,0,0,0
20241217_201037,0,0,0,0,0,0,0,0
20241217_201037,0,0,0,0,0,0,0,0
20241217_201038,0,0,0,0,0,0,0,0
20241217_201038,0,0,0,0,0,0,0,0
20241217_201038,0,0,0,0,0,0,0,0
20241217_201038,0,0,0,0,0,0,0,0
20241217_201038,0,0,0,0,0,0,0,0
20241217_201039,0,0,0,0,0,0,0,0
20241217_201039,0,0,0,0,0,0,0,0
20241217_201039,0,0,0,0,0,0,0,0
20241217_201039,0,0,0,0,0,0,0,0
20241217_201039,0,0,0,0,0,0,0,0
20241217_201040,0,0,0,0,0,0,0,0
20241217_201040,0,0,0,0,0,0,0,0
20241217_201040,0,0,0,0,0,0,0,0
20241217_201040,0,0,0,0,0,0,0,0
20241217_201040,0,0,0,0,0,0,0,0
20241217_201041,0,0,0,0,0,0,0,0
20241217_201041,0,0,0,0,0,0,0,0
20241217_201041,0,0,0,0,0,0,0,0
20241217_201041,0,0,0,0,0,0,0,0
20241217_201041,0,0,0,0,0,0,0,0
20241217_201042,0,0,0,0,0,0,0,0
20241217_201042,0,0,0,0,0,0,0,0
20241217_201042,0,0,0,0,0,0,0,0
20241217_201042,0,0,0,0,0,0,0,0
20241217_201042,0,0,0,0,0,0,0,0
20241217_201043,0,0,0,0,0,0,0,0
20241217_201043,0,0,0,0,0,0,0,0
20241217_201043,0,0,0,0,0,0,0,0
20241217_201043,0,0,0,0,0,0,0,0
20241217_201043,0,0,0,0,0,0,0,0
20241217_201044,0,0,0,0,0,0,0,0
20241217_201044,0,0,0,0,0,0,0,0
20241217_201044,0,0,0,0,0,0,0,0
20241217_201044,0,0,0,0,0,0,0,0
20241217_201044,0,0,0,0,0,0,0,0
20241217_201045,0,0,0,0,0,0,0,0
20241217_201045,0,0,0,0,0,0,0,0
20241217_201045,0,0,0,0,0,0,0,0
20241217_201045,0,0,0,0,0,0,0,0
20241217_201045,0,0,0,0,0,0,0,0
20241217_201046,0,0,0,0,0,0,0,0
20241217_201046,0,0,0,0,0,0,0,0
20241217_201046,0,0,0,0,0,0,0,0
20241217_201046,0,0,0,0,0,0,0,0
20241217_201046,0,0,0,0,0,0,0,0
20241217_201047,0,0,0,0,0,0,0,0
20241217_201047,0,0,0,0,0,0,0,0
20241217_201047,0,0,0,0,0,0,0,0
20241217_201047,0,0,0,0,0,0,0,0
20241217_201047,0,0,0,0,0,0,0,0
20241217_201048,0,0,0,0,0,0,0,0
20241217_201048,0,0,0,0,0,0,0,0
20241217_201048,0,0,0,0,0,0,0,0
20241217_201048,0,0,0,0,0,0,0,0
20241217_201049,0,0,0,0,0,0,0,0
20241217_201049,0,0,0,0,0,0,0,0
20241217_201049,0,0,0,0,0,0,0,0
20241217_201049,0,0,0,0,0,0,0,0
20241217_201049,0,0,0,0,0,0,0,0
20241217_201050,0,0,0,0,0,0,0,0
20241217_201050,0,0,0,0,0,0,0,0
20241217_201050,0,0,0,0,0,0,0,0
20241217_201050,0,0,0,0,0,0,0,0
20241217_201050,0,0,0,0,0,0,0,0
20241217_201051,0,0,0,0,0,0,0,0
20241217_201051,0,0,0,0,0,0,0,0
20241217_201051,0,0,0,0,0,0,0,0
20241217_201051,0,0,0,0,0,0,0,0
20241217_201051,0,0,0,0,0,0,0,0
20241217_201052,0,0,0,0,0,0,0,0
20241217_201052,0,0,0,0,0,0,0,0
20241217_201052,0,0,0,0,0,0,0,0
20241217_201052,0,0,0,0,0,0,0,0
20241217_201052,0,0,0,0,0,0,0,0
20241217_201053,0,0,0,0,0,0,0,0
20241217_201053,0,0,0,0,0,0,0,0
20241217_201053,0,0,0,0,0,0,0,0
20241217_201053,0,0,0,0,0,0,0,0
20241217_201053,0,0,0,0,0,0,0,0
20241217_201054,0,0,0,0,0,0,0,0
20241217_201054,0,0,0,0,0,0,0,0
20241217_201054,0,0,0,0,0,0,0,0
20241217_201054,0,0,0,0,0,0,0,0
20241217_201054,0,0,0,0,0,0,0,0
20241217_201055,0,0,0,0,0,0,0,0
20241217_201055,0,0,0,0,0,0,0,0
